,CountryName,CountryCode,IndicatorName,IndicatorCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
14,Austria,AUT,GNI,NY.GNP.PCAP.CD,26810.0,25320.0,25030.0,28100.0,33850.0,38770.0,41500.0,44540.0,49210.0,49150.0,49750.0,50700.0,50100.0,50720.0,50390.0,47480.0,46240.0,45040.0,48980.0,51020.0,48990.0,52760.0
15,Azerbaijan,AZE,GNI,NY.GNP.PCAP.CD,630.0,680.0,740.0,840.0,960.0,1290.0,1920.0,2730.0,3890.0,4820.0,5410.0,5570.0,6480.0,7450.0,7740.0,6610.0,4790.0,4110.0,4080.0,4510.0,4480.0,4900.0
16,Burundi,BDI,GNI,NY.GNP.PCAP.CD,140.0,130.0,130.0,120.0,120.0,130.0,150.0,170.0,180.0,190.0,210.0,220.0,240.0,240.0,250.0,250.0,250.0,250.0,240.0,230.0,220.0,220.0
17,Belgium,BEL,GNI,NY.GNP.PCAP.CD,25890.0,24460.0,24060.0,27100.0,32910.0,37780.0,39940.0,42740.0,46570.0,46980.0,47080.0,46490.0,47130.0,47900.0,47820.0,45570.0,43400.0,42520.0,46060.0,48100.0,46030.0,50490.0
18,Benin,BEN,GNI,NY.GNP.PCAP.CD,470.0,520.0,520.0,590.0,720.0,810.0,840.0,900.0,1010.0,1060.0,1050.0,1060.0,1090.0,1180.0,1230.0,1140.0,1070.0,1050.0,1150.0,1200.0,1230.0,1350.0
19,Burkina Faso,BFA,GNI,NY.GNP.PCAP.CD,260.0,270.0,260.0,310.0,370.0,440.0,470.0,490.0,550.0,590.0,630.0,660.0,710.0,750.0,740.0,680.0,660.0,650.0,730.0,750.0,750.0,830.0
20,Bangladesh,BGD,GNI,NY.GNP.PCAP.CD,430.0,430.0,430.0,460.0,500.0,540.0,570.0,600.0,660.0,720.0,800.0,890.0,970.0,1030.0,1100.0,1210.0,1410.0,1650.0,2020.0,2210.0,2300.0,2570.0
21,Bulgaria,BGR,GNI,NY.GNP.PCAP.CD,1660.0,1770.0,1970.0,2370.0,3060.0,3800.0,4300.0,4820.0,6070.0,6680.0,7010.0,7260.0,7490.0,7590.0,7700.0,7430.0,7400.0,7610.0,8530.0,9500.0,9520.0,11200.0
23,"Bahamas, The",BHS,GNI,NY.GNP.PCAP.CD,24170.0,24390.0,25040.0,25680.0,27200.0,28560.0,28870.0,29330.0,29270.0,27530.0,26900.0,26540.0,27200.0,26280.0,26840.0,27450.0,27610.0,29260.0,29810.0,31210.0,23500.0,26490.0
24,Bosnia and Herzegovina,BIH,GNI,NY.GNP.PCAP.CD,1390.0,1450.0,1570.0,1830.0,2450.0,2810.0,3170.0,3680.0,4500.0,4790.0,4820.0,4900.0,4900.0,5160.0,5170.0,5070.0,4990.0,4990.0,5620.0,6070.0,6030.0,6810.0
25,Belarus,BLR,GNI,NY.GNP.PCAP.CD,1380.0,1300.0,1380.0,1630.0,2170.0,2820.0,3510.0,4310.0,5470.0,5660.0,6150.0,6340.0,6630.0,7030.0,7620.0,6750.0,5640.0,5320.0,5730.0,6370.0,6400.0,6940.0
26,Belize,BLZ,GNI,NY.GNP.PCAP.CD,4400.0,4400.0,4490.0,4760.0,4940.0,4990.0,5110.0,5150.0,5120.0,5230.0,5000.0,5090.0,5250.0,5510.0,5610.0,5770.0,5650.0,5520.0,5660.0,5890.0,5210.0,6070.0
28,Bolivia,BOL,GNI,NY.GNP.PCAP.CD,960.0,940.0,900.0,890.0,940.0,1000.0,1090.0,1210.0,1450.0,1600.0,1750.0,1970.0,2210.0,2540.0,2780.0,2900.0,2970.0,3020.0,3290.0,3440.0,3120.0,3290.0
29,Brazil,BRA,GNI,NY.GNP.PCAP.CD,3910.0,3330.0,3080.0,2980.0,3340.0,3980.0,4830.0,6170.0,7590.0,8300.0,9610.0,11050.0,12270.0,12750.0,12080.0,10160.0,8890.0,8670.0,9140.0,9220.0,7820.0,7740.0
30,Barbados,BRB,GNI,NY.GNP.PCAP.CD,11060.0,10910.0,10930.0,11590.0,12600.0,13580.0,14610.0,15940.0,16600.0,16160.0,15960.0,15450.0,16150.0,16080.0,16050.0,16170.0,16350.0,16490.0,17020.0,17630.0,16230.0,16900.0
31,Brunei Darussalam,BRN,GNI,NY.GNP.PCAP.CD,14650.0,16040.0,17100.0,17770.0,19930.0,22990.0,27390.0,30620.0,33690.0,31920.0,32680.0,34830.0,41580.0,44520.0,42380.0,38250.0,32690.0,29400.0,29030.0,31880.0,31210.0,30320.0
32,Bhutan,BTN,GNI,NY.GNP.PCAP.CD,700.0,750.0,810.0,900.0,1020.0,1170.0,1290.0,1590.0,1720.0,1810.0,1980.0,2180.0,2330.0,2350.0,2400.0,2470.0,2600.0,2760.0,2940.0,3130.0,2840.0,3040.0
33,Botswana,BWA,GNI,NY.GNP.PCAP.CD,3020.0,3100.0,2780.0,3200.0,3730.0,4690.0,5250.0,5460.0,5310.0,4750.0,5220.0,6320.0,6700.0,7020.0,6800.0,5890.0,5760.0,5850.0,6220.0,6620.0,6010.0,6430.0
34,Central African Republic,CAF,GNI,NY.GNP.PCAP.CD,250.0,250.0,250.0,250.0,290.0,320.0,340.0,370.0,400.0,460.0,480.0,500.0,530.0,350.0,360.0,370.0,380.0,400.0,450.0,470.0,460.0,480.0
35,Canada,CAN,GNI,NY.GNP.PCAP.CD,22750.0,23110.0,23580.0,25480.0,29530.0,34310.0,37900.0,41550.0,44940.0,43230.0,44490.0,47190.0,51080.0,52800.0,52200.0,47590.0,43890.0,42900.0,45080.0,46540.0,43540.0,48310.0
36,Central Europe and the Baltics,CEB,GNI,NY.GNP.PCAP.CD,4088.871524,4169.641886,4429.653961,5188.701609,6382.667279,7736.155775,8856.903101,10309.3298,12398.16555,12767.91459,12811.96475,12989.60721,13146.25716,13389.04836,13552.28104,13242.65921,12820.82563,13065.08076,14694.98083,15938.88046,15847.03606,17615.34133
37,Switzerland,CHE,GNI,NY.GNP.PCAP.CD,44670.0,42110.0,40750.0,46780.0,55210.0,63090.0,65590.0,64490.0,65260.0,72450.0,79850.0,82280.0,87720.0,91710.0,89450.0,88010.0,84430.0,81870.0,83270.0,84250.0,82740.0,90600.0
39,Chile,CHL,GNI,NY.GNP.PCAP.CD,5080.0,4820.0,4570.0,4620.0,5260.0,6270.0,7430.0,8790.0,10060.0,9980.0,10820.0,11970.0,14310.0,15230.0,14830.0,14210.0,13440.0,13340.0,14600.0,14830.0,12990.0,14780.0
40,China,CHN,GNI,NY.GNP.PCAP.CD,940.0,1010.0,1110.0,1280.0,1510.0,1760.0,2060.0,2510.0,3100.0,3680.0,4340.0,5040.0,5910.0,6740.0,7470.0,7890.0,8210.0,8670.0,9540.0,10310.0,10520.0,11880.0
41,Cote d'Ivoire,CIV,GNI,NY.GNP.PCAP.CD,640.0,580.0,560.0,610.0,750.0,900.0,900.0,930.0,1060.0,1150.0,1190.0,1080.0,1220.0,1320.0,1990.0,2010.0,2010.0,2000.0,2140.0,2260.0,2240.0,2420.0
42,Cameroon,CMR,GNI,NY.GNP.PCAP.CD,720.0,690.0,690.0,820.0,1020.0,1130.0,1190.0,1230.0,1350.0,1440.0,1440.0,1450.0,1450.0,1510.0,1570.0,1520.0,1450.0,1400.0,1500.0,1540.0,1520.0,1590.0
43,"Congo, Dem. Rep.",COD,GNI,NY.GNP.PCAP.CD,130.0,130.0,190.0,160.0,190.0,200.0,220.0,250.0,280.0,290.0,310.0,330.0,370.0,400.0,430.0,440.0,450.0,440.0,480.0,510.0,540.0,550.0
44,"Congo, Rep.",COG,GNI,NY.GNP.PCAP.CD,560.0,620.0,670.0,690.0,760.0,1100.0,1570.0,1670.0,2110.0,2420.0,2650.0,2600.0,3350.0,3590.0,3830.0,2970.0,2130.0,1640.0,1910.0,1980.0,1760.0,1970.0
45,Colombia,COL,GNI,NY.GNP.PCAP.CD,2360.0,2350.0,2400.0,2400.0,2640.0,3030.0,3540.0,4170.0,4760.0,5190.0,5680.0,6370.0,7340.0,8000.0,8260.0,7400.0,6530.0,6010.0,6320.0,6590.0,5820.0,6190.0
46,Comoros,COM,GNI,NY.GNP.PCAP.CD,730.0,710.0,690.0,800.0,970.0,1120.0,1170.0,1210.0,1350.0,1440.0,1450.0,1480.0,1500.0,1580.0,1580.0,1470.0,1410.0,1370.0,1480.0,1520.0,1520.0,1580.0
47,Cabo Verde,CPV,GNI,NY.GNP.PCAP.CD,1310.0,1260.0,1220.0,1420.0,1790.0,2030.0,2160.0,2650.0,3110.0,3270.0,3200.0,3310.0,3250.0,3310.0,3190.0,3050.0,2980.0,2930.0,3240.0,3460.0,2920.0,3190.0
48,Costa Rica,CRI,GNI,NY.GNP.PCAP.CD,3560.0,3660.0,3750.0,4000.0,4350.0,4610.0,5020.0,5630.0,6350.0,6480.0,7190.0,8020.0,9190.0,9840.0,10250.0,10610.0,11000.0,11400.0,11880.0,12040.0,11520.0,12310.0
49,Caribbean small states,CSS,GNI,NY.GNP.PCAP.CD,4871.584898,4992.71972,5200.65276,5664.681635,6297.419497,6853.873062,7584.776677,8301.723559,9201.359378,8853.65115,8972.831438,8829.163854,9710.101205,10168.36361,10275.93497,10193.20556,9575.173402,9534.34663,9751.076088,10119.42987,8919.906156,9683.174272
53,Cyprus,CYP,GNI,NY.GNP.PCAP.CD,14180.0,14170.0,14510.0,16710.0,20260.0,23990.0,25600.0,27340.0,31970.0,32780.0,32130.0,32640.0,29760.0,27890.0,26610.0,26100.0,24840.0,25050.0,27410.0,28560.0,26600.0,28470.0
54,Czechia,CZE,GNI,NY.GNP.PCAP.CD,6340.0,6350.0,6650.0,8110.0,10260.0,12480.0,14000.0,15850.0,18510.0,18840.0,19400.0,19460.0,19440.0,19410.0,18900.0,18370.0,17670.0,18310.0,20560.0,22120.0,21800.0,24430.0
55,Germany,DEU,GNI,NY.GNP.PCAP.CD,26180.0,24770.0,23680.0,26140.0,31670.0,35770.0,38270.0,40470.0,43650.0,43660.0,44680.0,47320.0,46560.0,47220.0,47640.0,45780.0,44280.0,43760.0,47490.0,49220.0,48050.0,51660.0
57,Dominica,DMA,GNI,NY.GNP.PCAP.CD,4300.0,4570.0,4370.0,4790.0,5080.0,5190.0,5650.0,5920.0,6530.0,6720.0,6930.0,7140.0,7060.0,6910.0,7210.0,7030.0,7400.0,7380.0,7890.0,8250.0,7140.0,7790.0
58,Denmark,DNK,GNI,NY.GNP.PCAP.CD,32580.0,31410.0,30850.0,34750.0,42640.0,49610.0,53540.0,55740.0,60390.0,60090.0,61220.0,61990.0,61650.0,63200.0,63670.0,60510.0,58040.0,56690.0,61260.0,63140.0,62710.0,68300.0
59,Dominican Republic,DOM,GNI,NY.GNP.PCAP.CD,2660.0,2720.0,2870.0,2620.0,2540.0,3020.0,3610.0,4400.0,4730.0,4890.0,5280.0,5490.0,5730.0,5970.0,6260.0,6500.0,6780.0,7000.0,7680.0,7990.0,7170.0,8100.0
60,Algeria,DZA,GNI,NY.GNP.PCAP.CD,1610.0,1680.0,1740.0,1940.0,2260.0,2730.0,3130.0,3620.0,4230.0,4300.0,4490.0,4610.0,5220.0,5540.0,5510.0,4880.0,4400.0,3970.0,4010.0,4050.0,3600.0,3660.0
61,East Asia & Pacific (excluding high income),EAP,GNI,NY.GNP.PCAP.CD,909.6220168,980.6313051,1061.252889,1205.922572,1418.076368,1632.717474,1889.560897,2267.00665,2761.248895,3207.097968,3749.130327,4335.599039,5069.687848,5697.662849,6195.985143,6446.304721,6652.983041,6991.649021,7670.948441,8257.33632,8333.18882,9290.980257
62,Early-demographic dividend,EAR,GNI,NY.GNP.PCAP.CD,1261.700428,1279.263293,1247.642488,1325.752535,1504.443066,1720.735107,1931.105526,2183.013773,2443.377496,2531.502281,2759.427262,2970.119818,3259.497617,3380.775523,3410.351492,3289.756817,3250.978325,3309.661409,3477.679196,3535.519941,3267.796679,3586.608997
63,East Asia & Pacific,EAS,GNI,NY.GNP.PCAP.CD,3869.029869,3955.624534,3908.145142,4090.529797,4600.229872,5037.117872,5321.745939,5686.259516,6191.552868,6536.394578,7352.036637,8159.887384,9123.055256,9715.746198,9937.775506,9818.746792,9894.127807,10229.41545,11095.60984,11689.56195,11637.03795,12736.96462
64,Europe & Central Asia (excluding high income),ECA,GNI,NY.GNP.PCAP.CD,1788.829534,1700.464756,1857.390044,2197.529251,2892.319593,3722.676215,4611.76054,5718.793604,6950.298082,6835.759175,7388.800351,8059.545168,9321.6468,10295.67172,10166.91051,8795.745993,7623.763643,7292.992138,7680.925792,8044.573909,7709.009696,8383.811476
65,Europe & Central Asia,ECS,GNI,NY.GNP.PCAP.CD,12551.0418,12138.93564,12064.46765,13636.62376,16586.82535,19215.58593,20793.63731,22522.05241,24540.53385,24318.14691,24555.64986,25017.18779,25321.16763,26007.36923,26042.19202,24657.59552,23341.94336,22858.44904,24421.84192,25339.61582,24016.3533,26492.50083
66,Ecuador,ECU,GNI,NY.GNP.PCAP.CD,1560.0,1560.0,1740.0,2130.0,2560.0,2890.0,3110.0,3310.0,3860.0,4070.0,4400.0,4880.0,5380.0,5800.0,6100.0,5980.0,5820.0,5890.0,6110.0,6100.0,5560.0,5960.0
67,"Egypt, Arab Rep.",EGY,GNI,NY.GNP.PCAP.CD,1370.0,1380.0,1280.0,1190.0,1150.0,1160.0,1260.0,1460.0,1750.0,2010.0,2250.0,2430.0,2690.0,2870.0,3060.0,3160.0,3260.0,2870.0,2650.0,2550.0,2860.0,3350.0
68,Euro area,EMU,GNI,NY.GNP.PCAP.CD,22174.44273,21260.77509,20741.01847,23336.26695,28345.29876,32450.28053,34554.52436,36718.59151,39554.8502,39682.4904,39852.50075,40336.23272,39241.89563,39448.83562,39368.75668,37711.79071,36336.43319,35845.97954,38830.84609,40238.1621,38208.36246,41954.26372
70,Spain,ESP,GNI,NY.GNP.PCAP.CD,15790.0,15540.0,15630.0,18080.0,22130.0,25910.0,27850.0,29770.0,32250.0,32560.0,31970.0,31020.0,29540.0,29230.0,29160.0,28460.0,27570.0,27120.0,29330.0,30360.0,27130.0,29690.0
71,Estonia,EST,GNI,NY.GNP.PCAP.CD,4170.0,4310.0,4620.0,5730.0,7500.0,9730.0,11500.0,13430.0,15190.0,14570.0,14580.0,15840.0,16760.0,18140.0,18880.0,18570.0,18290.0,18760.0,21180.0,23010.0,23570.0,26460.0
72,Ethiopia,ETH,GNI,NY.GNP.PCAP.CD,120.0,120.0,120.0,110.0,130.0,160.0,180.0,220.0,270.0,330.0,370.0,380.0,400.0,460.0,540.0,590.0,650.0,720.0,780.0,830.0,880.0,940.0
73,European Union,EUU,GNI,NY.GNP.PCAP.CD,18501.48896,17813.98469,17493.86405,19750.37926,24030.28975,27635.31615,29601.2935,31661.07723,34410.70379,34555.5302,34778.98519,35237.6105,34500.94534,34798.42284,34799.20509,33395.80862,32171.81329,31826.60175,34565.5898,35947.60396,34342.19439,37778.77658
74,Fragile and conflict affected situations,FCS,GNI,NY.GNP.PCAP.CD,711.5841533,766.7285549,766.2638411,770.683787,921.0945516,1069.022431,1286.368209,1545.235709,1858.945618,1966.57804,2122.301192,1991.401986,2161.346997,2222.794971,2277.129153,2014.142252,1846.912176,1739.309167,1743.554655,1809.036307,1708.318882,1753.794759
75,Finland,FIN,GNI,NY.GNP.PCAP.CD,26480.0,25850.0,25620.0,28800.0,35380.0,40230.0,42840.0,46190.0,50160.0,48950.0,49750.0,50260.0,48970.0,49510.0,49420.0,47180.0,45530.0,44840.0,48210.0,49940.0,50100.0,53510.0
76,Fiji,FJI,GNI,NY.GNP.PCAP.CD,2170.0,2070.0,2070.0,2290.0,2850.0,3350.0,3370.0,3560.0,3760.0,3650.0,3470.0,3590.0,3930.0,4470.0,4750.0,4840.0,5020.0,5120.0,5680.0,5610.0,4680.0,4500.0
77,France,FRA,GNI,NY.GNP.PCAP.CD,24990.0,23870.0,23150.0,26000.0,31450.0,35920.0,37880.0,40160.0,43540.0,44070.0,43970.0,44440.0,43410.0,43800.0,43340.0,41130.0,39100.0,38320.0,41170.0,42460.0,39440.0,44160.0
79,"Micronesia, Fed. Sts.",FSM,GNI,NY.GNP.PCAP.CD,2130.0,2160.0,2170.0,2270.0,2340.0,2450.0,2450.0,2460.0,2470.0,2690.0,2780.0,2950.0,3050.0,3100.0,3100.0,3470.0,3420.0,3490.0,3450.0,4030.0,4070.0,3980.0
80,Gabon,GAB,GNI,NY.GNP.PCAP.CD,2990.0,3300.0,3470.0,3710.0,4120.0,5260.0,5470.0,6260.0,6950.0,7210.0,7450.0,7720.0,8660.0,8920.0,8930.0,7660.0,6810.0,6280.0,6610.0,6950.0,6830.0,6440.0
81,United Kingdom,GBR,GNI,NY.GNP.PCAP.CD,29390.0,29010.0,29140.0,32250.0,37810.0,42700.0,44800.0,47360.0,48430.0,44170.0,41900.0,41180.0,41810.0,42800.0,44590.0,44480.0,43150.0,41740.0,42180.0,43380.0,38590.0,44480.0
82,Georgia,GEO,GNI,NY.GNP.PCAP.CD,790.0,780.0,840.0,990.0,1210.0,1520.0,1910.0,2380.0,2820.0,2950.0,3210.0,3520.0,4150.0,4530.0,4740.0,4410.0,4080.0,4040.0,4460.0,4690.0,4260.0,4700.0
83,Ghana,GHA,GNI,NY.GNP.PCAP.CD,330.0,290.0,270.0,310.0,370.0,450.0,580.0,770.0,1110.0,1150.0,1200.0,1340.0,1480.0,1780.0,1820.0,1870.0,1750.0,1820.0,2050.0,2150.0,2230.0,2280.0
85,Guinea,GIN,GNI,NY.GNP.PCAP.CD,400.0,360.0,350.0,340.0,370.0,360.0,400.0,460.0,620.0,670.0,690.0,670.0,690.0,690.0,730.0,750.0,760.0,810.0,850.0,940.0,960.0,1020.0
86,"Gambia, The",GMB,GNI,NY.GNP.PCAP.CD,570.0,510.0,410.0,370.0,430.0,480.0,600.0,650.0,750.0,810.0,820.0,700.0,700.0,670.0,600.0,580.0,580.0,610.0,670.0,700.0,700.0,740.0
87,Guinea-Bissau,GNB,GNI,NY.GNP.PCAP.CD,200.0,240.0,300.0,320.0,370.0,420.0,430.0,450.0,500.0,550.0,570.0,620.0,610.0,620.0,620.0,620.0,640.0,660.0,700.0,780.0,740.0,760.0
88,Equatorial Guinea,GNQ,GNI,NY.GNP.PCAP.CD,680.0,790.0,1110.0,1040.0,1490.0,3370.0,7020.0,10040.0,12330.0,10830.0,8600.0,9950.0,11980.0,12140.0,11460.0,9410.0,7180.0,5660.0,5860.0,5520.0,5100.0,5150.0
90,Grenada,GRD,GNI,NY.GNP.PCAP.CD,4410.0,4310.0,4460.0,5060.0,5100.0,6310.0,6080.0,6430.0,6810.0,6270.0,6470.0,6560.0,6520.0,6840.0,6940.0,7140.0,7670.0,8020.0,8740.0,8920.0,7880.0,8590.0
92,Guatemala,GTM,GNI,NY.GNP.PCAP.CD,1670.0,1600.0,1600.0,1670.0,1850.0,2000.0,2150.0,2370.0,2610.0,2650.0,2730.0,2910.0,3160.0,3380.0,3550.0,3700.0,3870.0,4100.0,4400.0,4620.0,4490.0,4940.0
94,Guyana,GUY,GNI,NY.GNP.PCAP.CD,870.0,870.0,870.0,920.0,1010.0,1070.0,1450.0,2250.0,3820.0,4160.0,4520.0,4870.0,5360.0,5630.0,5660.0,5560.0,5690.0,6000.0,6240.0,6500.0,8190.0,9410.0
95,High income,HIC,GNI,NY.GNP.PCAP.CD,25393.572,25382.04888,25222.5779,27171.90254,31021.46741,34167.56177,35827.88331,37220.15819,38860.22751,38215.87724,39290.68692,40605.13898,41953.17374,42769.73685,42952.45231,41729.79916,40860.29279,41144.70893,44022.58911,45590.9176,43945.31327,48120.40469
96,"Hong Kong SAR, China",HKG,GNI,NY.GNP.PCAP.CD,26930.0,26350.0,25270.0,26340.0,28120.0,28890.0,30290.0,32070.0,33950.0,32350.0,33620.0,35690.0,36340.0,38570.0,40240.0,41180.0,42970.0,46380.0,50050.0,50480.0,48550.0,54460.0
97,Honduras,HND,GNI,NY.GNP.PCAP.CD,1010.0,1040.0,1060.0,1110.0,1190.0,1270.0,1340.0,1470.0,1610.0,1650.0,1710.0,1850.0,1930.0,1970.0,1970.0,2020.0,2080.0,2200.0,2280.0,2330.0,2150.0,2490.0
98,Heavily indebted poor countries (HIPC),HPC,GNI,NY.GNP.PCAP.CD,328.301717,327.4648243,333.6497282,358.6195707,412.1382894,466.0560454,515.3718416,580.9863076,680.6733827,737.6544937,775.1018416,810.1116109,851.9319716,906.2677135,968.1189691,960.9674123,948.9143112,960.2052804,961.0468197,975.7442114,944.9763462,989.3702998
99,Croatia,HRV,GNI,NY.GNP.PCAP.CD,5250.0,5340.0,5660.0,6730.0,8600.0,10260.0,11410.0,12790.0,14400.0,14280.0,14270.0,14240.0,13640.0,13790.0,13520.0,13310.0,12740.0,13030.0,14440.0,15580.0,14820.0,17630.0
100,Haiti,HTI,GNI,NY.GNP.PCAP.CD,550.0,640.0,730.0,670.0,660.0,700.0,790.0,910.0,1010.0,1160.0,1140.0,1250.0,1320.0,1410.0,1440.0,1430.0,1370.0,1360.0,1420.0,1400.0,1330.0,1430.0
101,Hungary,HUN,GNI,NY.GNP.PCAP.CD,4620.0,4790.0,5290.0,6630.0,8650.0,10380.0,11240.0,11770.0,13250.0,13410.0,13260.0,13250.0,13080.0,13520.0,13560.0,13230.0,13100.0,13180.0,14980.0,16570.0,16030.0,17740.0
102,IBRD only,IBD,GNI,NY.GNP.PCAP.CD,1413.631643,1423.848235,1441.495138,1564.79466,1822.057376,2128.583988,2477.069159,2944.94965,3478.742813,3742.410614,4182.257578,4664.266832,5293.676366,5716.247233,5898.768777,5717.479182,5602.147387,5729.640814,6164.049988,6491.012702,6258.714265,6894.74002
103,IDA & IBRD total,IBT,GNI,NY.GNP.PCAP.CD,1202.457224,1211.331133,1226.817333,1328.530259,1542.933367,1794.555894,2080.85991,2459.658631,2895.885953,3109.160469,3454.478433,3808.45068,4290.273541,4619.503358,4768.492844,4621.549936,4520.318571,4603.897114,4929.02559,5166.167763,4969.491679,5438.073952
104,IDA total,IDA,GNI,NY.GNP.PCAP.CD,431.2281594,445.6507156,464.2467771,500.6919616,577.6901649,654.183238,746.2860792,846.8168425,984.1826023,1059.727534,1131.314042,1112.184204,1166.776697,1242.202648,1324.851428,1319.126943,1298.948691,1294.35766,1347.800488,1380.437484,1342.670771,1408.877514
105,IDA blend,IDB,GNI,NY.GNP.PCAP.CD,484.6956193,506.45127,539.0069042,582.6980355,688.9000516,794.7537081,946.7023933,1086.189033,1271.754847,1334.395707,1411.609842,1491.012554,1670.811359,1827.212414,1971.575207,1949.20393,1855.4094,1754.360029,1806.0363,1815.731831,1736.051575,1813.784853
106,Indonesia,IDN,GNI,NY.GNP.PCAP.CD,570.0,710.0,780.0,890.0,1070.0,1210.0,1360.0,1580.0,1920.0,2130.0,2510.0,2990.0,3550.0,3710.0,3600.0,3420.0,3400.0,3530.0,3850.0,4070.0,3900.0,4180.0
107,IDA only,IDX,GNI,NY.GNP.PCAP.CD,405.5698425,416.0473813,427.3185136,460.2167906,522.1652322,583.5453999,644.4406778,724.8747577,837.2689032,919.9086569,988.5214565,917.4947801,907.3138454,941.1103205,992.342714,996.0333076,1014.714918,1060.285609,1115.357524,1160.350133,1144.345709,1205.260532
109,India,IND,GNI,NY.GNP.PCAP.CD,440.0,450.0,460.0,510.0,600.0,700.0,780.0,910.0,990.0,1110.0,1210.0,1360.0,1470.0,1500.0,1550.0,1590.0,1660.0,1800.0,1980.0,2080.0,1890.0,2150.0
111,Ireland,IRL,GNI,NY.GNP.PCAP.CD,24130.0,24080.0,24920.0,29980.0,37840.0,44640.0,47950.0,50540.0,50940.0,46810.0,44990.0,42270.0,40840.0,43580.0,46480.0,50280.0,51790.0,53520.0,59350.0,63570.0,65330.0,76110.0
112,"Iran, Islamic Rep.",IRN,GNI,NY.GNP.PCAP.CD,1770.0,1800.0,1890.0,2210.0,2510.0,2940.0,3450.0,4220.0,4890.0,5450.0,6110.0,6860.0,7490.0,7340.0,6740.0,5480.0,5470.0,5490.0,4880.0,4010.0,3290.0,3530.0
113,Iraq,IRQ,GNI,NY.GNP.PCAP.CD,1520.0,1650.0,1340.0,800.0,1300.0,1340.0,1730.0,2330.0,3440.0,3980.0,4350.0,4710.0,5940.0,6590.0,6320.0,5460.0,5050.0,4400.0,4780.0,5470.0,4720.0,4760.0
114,Iceland,ISL,GNI,NY.GNP.PCAP.CD,31540.0,30700.0,30930.0,33710.0,42020.0,50520.0,53450.0,61880.0,50060.0,41860.0,36270.0,37610.0,40690.0,46960.0,48090.0,49940.0,54910.0,60230.0,67770.0,72950.0,62280.0,63460.0
115,Israel,ISR,GNI,NY.GNP.PCAP.CD,19960.0,19920.0,19130.0,19300.0,20680.0,22190.0,23030.0,24710.0,26900.0,27940.0,30280.0,32320.0,33020.0,35080.0,36670.0,36640.0,36970.0,38320.0,41690.0,44070.0,43310.0,49290.0
116,Italy,ITA,GNI,NY.GNP.PCAP.CD,21910.0,21190.0,20770.0,23410.0,28360.0,32480.0,34280.0,35930.0,37980.0,37990.0,37960.0,37980.0,36220.0,35570.0,34910.0,33000.0,31970.0,31380.0,33850.0,34930.0,32410.0,35990.0
117,Jamaica,JAM,GNI,NY.GNP.PCAP.CD,3290.0,3300.0,3320.0,3510.0,3740.0,3890.0,4180.0,4420.0,4680.0,4440.0,4520.0,4730.0,5130.0,5170.0,5070.0,4870.0,4770.0,4940.0,5230.0,5500.0,4900.0,5190.0
118,Jordan,JOR,GNI,NY.GNP.PCAP.CD,1690.0,1760.0,1790.0,1920.0,2180.0,2370.0,2480.0,2640.0,3070.0,3440.0,3690.0,3910.0,4180.0,4240.0,4040.0,3860.0,3830.0,3920.0,4090.0,4200.0,4070.0,4170.0
119,Japan,JPN,GNI,NY.GNP.PCAP.CD,36810.0,37380.0,35360.0,35660.0,39000.0,41280.0,40590.0,39310.0,39380.0,39230.0,43910.0,47470.0,50060.0,48850.0,44440.0,39380.0,38460.0,38930.0,41770.0,42010.0,40810.0,42650.0
120,Kazakhstan,KAZ,GNI,NY.GNP.PCAP.CD,1270.0,1360.0,1530.0,1810.0,2300.0,2930.0,3860.0,4980.0,6110.0,6790.0,7440.0,8280.0,9940.0,11840.0,12080.0,11380.0,8770.0,8040.0,8070.0,8820.0,8710.0,8880.0
121,Kenya,KEN,GNI,NY.GNP.PCAP.CD,430.0,410.0,390.0,420.0,460.0,520.0,590.0,710.0,830.0,830.0,930.0,1010.0,1060.0,1130.0,1260.0,1330.0,1500.0,1550.0,1730.0,1890.0,1900.0,2080.0
122,Kyrgyz Republic,KGZ,GNI,NY.GNP.PCAP.CD,280.0,280.0,290.0,340.0,400.0,450.0,500.0,610.0,760.0,860.0,850.0,880.0,1040.0,1190.0,1250.0,1180.0,1110.0,1110.0,1220.0,1240.0,1180.0,1180.0
123,Cambodia,KHM,GNI,NY.GNP.PCAP.CD,300.0,310.0,320.0,360.0,410.0,470.0,520.0,590.0,670.0,690.0,750.0,810.0,880.0,960.0,1020.0,1070.0,1160.0,1260.0,1420.0,1560.0,1530.0,1580.0
124,Kiribati,KIR,GNI,NY.GNP.PCAP.CD,1270.0,1270.0,1180.0,1240.0,1390.0,1600.0,1610.0,1720.0,1830.0,1810.0,1950.0,1990.0,2490.0,2840.0,3050.0,3280.0,2660.0,2780.0,3000.0,3250.0,2740.0,2750.0
125,St. Kitts and Nevis,KNA,GNI,NY.GNP.PCAP.CD,8850.0,9160.0,9150.0,9140.0,10330.0,11670.0,12560.0,13260.0,15860.0,15710.0,15790.0,16520.0,16800.0,18220.0,18420.0,18370.0,19320.0,20020.0,21530.0,23340.0,19420.0,18820.0
